temperature,humidity,exposure_hours,activity_level,hydration_level,age_group,heat_index,risk_score,risk_label
30.6,63.9,8,extreme,moderate,55+,34.8,1.0,extreme
31.7,75.7,9,extreme,poor,26-35,41.6,0.984,extreme
36.1,50.6,6,light,poor,26-35,43.6,1.0,extreme
32.0,72.6,4,light,moderate,55+,41.3,0.886,extreme
28.9,68.2,5,heavy,moderate,36-45,32.2,0.92,extreme
35.8,53.8,6,heavy,poor,36-45,44.4,1.0,extreme
32.1,64.2,7,light,well,55+,38.7,0.754,high
33.7,56.6,7,light,moderate,26-35,40.1,0.969,extreme
34.9,59.5,8,extreme,poor,18-25,44.4,1.0,extreme
25.9,65.4,10,heavy,moderate,46-55,26.3,0.845,high
31.6,59.6,4,moderate,moderate,26-35,36.1,0.621,moderate
37.3,48.3,7,extreme,moderate,18-25,45.7,0.924,extreme
33.7,67.0,7,moderate,moderate,18-25,44.3,0.929,extreme
32.6,35.3,2,moderate,well,36-45,32.2,0.478,moderate
33.9,41.1,11,moderate,well,18-25,35.6,0.864,extreme
26.5,46.1,11,light,moderate,46-55,26.4,0.673,moderate
38.5,38.3,1,heavy,well,55+,43.7,1.0,extreme
32.3,85.1,7,heavy,poor,46-55,47.9,0.914,extreme
40.5,77.2,6,light,poor,36-45,82.1,0.959,extreme
32.8,40.1,12,light,poor,36-45,33.5,0.927,extreme
35.0,72.3,9,light,well,46-55,51.5,0.994,extreme
41.5,78.2,11,extreme,well,26-35,89.5,0.987,extreme
28.3,46.6,4,moderate,poor,18-25,28.5,0.657,moderate
33.1,75.3,9,light,poor,18-25,46.3,0.908,extreme
27.1,47.6,4,moderate,well,26-35,27.3,0.398,low
25.9,76.1,11,moderate,moderate,18-25,26.5,0.596,moderate
28.7,57.0,9,light,poor,26-35,30.1,0.789,high
28.9,38.7,3,extreme,poor,46-55,28.4,0.934,extreme
30.1,52.0,5,light,well,46-55,31.5,0.516,moderate
29.4,62.9,12,light,well,55+,32.2,0.914,extreme
38.1,50.1,1,moderate,well,26-35,48.9,1.0,extreme
38.1,59.9,1,extreme,well,46-55,55.4,0.977,extreme
36.8,72.3,11,light,poor,36-45,59.1,1.0,extreme
28.7,51.0,6,moderate,well,46-55,29.4,0.526,moderate
31.6,25.4,10,extreme,moderate,26-35,29.9,1.0,extreme
35.0,58.7,8,extreme,poor,36-45,44.5,0.972,extreme
29.6,68.2,6,light,well,55+,33.6,0.648,moderate
31.3,60.9,2,heavy,poor,55+,35.7,0.932,extreme
33.0,49.9,6,heavy,moderate,55+,36.3,0.971,extreme
34.1,52.9,5,moderate,moderate,46-55,39.6,1.0,extreme
29.1,76.1,3,extreme,poor,55+,34.1,0.971,extreme
37.2,65.7,3,light,poor,36-45,55.9,0.87,extreme
28.5,49.7,1,heavy,well,26-35,29.0,0.419,moderate
26.0,29.6,7,moderate,moderate,18-25,25.5,0.354,low
33.5,51.3,6,heavy,moderate,55+,37.7,0.991,extreme
33.4,26.9,9,light,moderate,46-55,32.0,0.964,extreme
29.7,59.5,1,light,moderate,36-45,32.1,0.535,moderate
32.9,59.8,3,extreme,poor,55+,39.1,0.919,extreme
29.6,33.0,12,heavy,well,55+,28.6,0.877,extreme
28.2,59.9,7,heavy,moderate,46-55,29.8,0.747,high
26.7,69.0,7,extreme,moderate,26-35,28.3,0.828,high
27.5,66.2,5,extreme,poor,18-25,29.4,0.969,extreme
30.0,58.9,8,moderate,moderate,18-25,32.6,0.825,high
34.5,50.1,9,heavy,well,36-45,39.6,0.956,extreme
28.5,45.6,7,extreme,well,55+,28.6,0.82,high
30.1,31.9,2,light,well,46-55,29.0,0.363,low
32.3,52.5,11,extreme,moderate,36-45,35.6,0.989,extreme
35.7,67.4,2,moderate,moderate,18-25,51.4,0.937,extreme
27.5,65.0,10,heavy,moderate,55+,29.2,0.912,extreme
32.4,71.6,12,moderate,moderate,18-25,42.2,0.942,extreme
40.1,66.5,1,moderate,moderate,26-35,68.9,0.989,extreme
35.2,43.9,7,light,well,18-25,38.9,0.536,moderate
20.0,69.3,6,heavy,poor,36-45,19.9,0.716,high
42.7,56.6,6,moderate,poor,36-45,70.6,1.0,extreme
24.1,72.5,12,light,poor,55+,24.5,0.723,high
37.2,59.7,1,extreme,poor,46-55,52.1,1.0,extreme
35.6,55.7,1,light,well,26-35,44.6,0.716,high
31.9,83.8,2,light,moderate,55+,45.8,0.96,extreme
34.4,34.7,5,heavy,moderate,36-45,34.7,0.897,extreme
36.9,61.6,6,extreme,poor,18-25,52.3,1.0,extreme
28.6,60.5,3,moderate,poor,18-25,30.5,0.641,moderate
29.9,54.2,12,heavy,well,55+,31.6,0.886,extreme
30.9,44.4,2,heavy,well,18-25,31.5,0.428,moderate
35.6,47.3,12,extreme,poor,36-45,40.9,0.917,extreme
40.8,56.4,8,extreme,well,55+,62.7,1.0,extreme
33.8,41.0,6,light,well,18-25,35.3,0.529,moderate
32.4,77.3,12,heavy,well,18-25,44.6,0.871,extreme
38.4,77.7,4,light,well,26-35,71.0,0.921,extreme
29.8,80.6,4,heavy,poor,55+,37.1,0.93,extreme
30.6,60.9,3,extreme,poor,46-55,34.3,0.93,extreme
35.3,70.0,9,extreme,moderate,46-55,51.6,0.93,extreme
32.6,70.1,1,heavy,well,46-55,42.4,1.0,extreme
32.7,39.8,10,heavy,moderate,46-55,33.3,1.0,extreme
31.1,60.4,5,light,moderate,46-55,35.3,0.761,high
29.1,67.8,7,light,well,26-35,32.5,0.468,moderate
35.3,78.7,12,heavy,moderate,18-25,57.1,1.0,extreme
38.9,51.9,6,heavy,moderate,26-35,52.6,0.974,extreme
25.4,62.0,10,extreme,moderate,26-35,25.6,0.87,extreme
30.8,64.3,11,light,well,26-35,35.6,0.745,high
31.8,24.4,4,light,well,26-35,30.1,0.216,low
33.9,66.1,11,moderate,poor,55+,44.5,0.984,extreme
29.3,40.1,9,light,well,26-35,28.9,0.47,moderate
34.0,57.2,11,moderate,poor,36-45,41.2,0.928,extreme
28.5,49.0,9,light,well,26-35,28.9,0.59,moderate
38.7,79.3,12,heavy,moderate,46-55,74.4,1.0,extreme
32.9,62.8,4,light,poor,46-55,40.2,0.97,extreme
43.3,64.2,5,extreme,well,36-45,82.1,0.952,extreme
25.5,44.7,3,heavy,poor,18-25,25.3,0.59,moderate
21.3,79.1,4,extreme,poor,18-25,21.6,0.672,moderate
22.9,61.1,1,extreme,well,46-55,22.9,0.569,moderate
36.6,55.9,7,extreme,well,46-55,47.7,1.0,extreme
35.6,56.1,12,light,moderate,18-25,44.9,1.0,extreme
28.1,71.9,11,light,well,46-55,31.1,0.563,moderate
32.9,81.8,3,moderate,moderate,18-25,48.8,0.994,extreme
32.7,63.5,6,moderate,poor,26-35,40.1,0.972,extreme
31.2,75.6,3,heavy,well,55+,40.0,0.941,extreme
31.2,59.8,11,heavy,poor,26-35,35.2,0.964,extreme
24.7,72.4,5,moderate,moderate,46-55,25.1,0.598,moderate
30.9,49.5,8,moderate,well,46-55,32.3,0.758,high
29.3,77.8,1,moderate,poor,46-55,35.1,0.928,extreme
41.1,60.3,3,light,well,18-25,67.5,0.861,extreme
34.9,78.5,6,moderate,poor,26-35,55.3,1.0,extreme
38.8,64.1,6,extreme,poor,55+,61.2,0.958,extreme
32.8,55.1,7,extreme,poor,55+,37.3,0.978,extreme
25.1,67.4,1,light,poor,55+,25.4,0.47,moderate
38.3,50.0,9,extreme,moderate,18-25,49.4,0.967,extreme
26.9,58.2,12,heavy,poor,36-45,27.8,0.941,extreme
28.3,68.2,11,heavy,moderate,55+,30.9,1.0,extreme
38.0,52.5,3,heavy,well,18-25,50.1,0.971,extreme
37.4,59.4,6,heavy,poor,26-35,52.3,0.943,extreme
27.1,82.6,9,heavy,moderate,26-35,30.1,0.818,high
26.6,49.0,11,extreme,well,18-25,26.6,0.712,high
25.5,62.7,3,light,moderate,55+,25.7,0.3,low
27.7,67.0,12,extreme,well,18-25,29.7,0.897,extreme
28.6,51.8,7,extreme,poor,18-25,29.3,0.927,extreme
26.3,33.8,9,light,moderate,36-45,25.9,0.388,low
30.5,78.6,5,extreme,poor,46-55,38.8,1.0,extreme
36.4,60.6,6,light,well,46-55,49.8,0.974,extreme
31.7,41.6,3,light,moderate,55+,32.1,0.678,moderate
40.8,67.4,11,extreme,well,18-25,73.3,0.995,extreme
36.6,96.5,8,heavy,poor,18-25,79.1,0.996,extreme
31.8,92.9,7,moderate,poor,18-25,49.4,1.0,extreme
44.2,45.7,1,light,moderate,55+,65.5,0.923,extreme
26.7,42.9,12,extreme,moderate,18-25,26.5,0.851,extreme
30.4,47.7,3,heavy,well,55+,31.3,0.604,moderate
32.8,46.8,5,extreme,moderate,18-25,35.1,1.0,extreme
28.8,35.2,4,moderate,poor,18-25,28.1,0.536,moderate
37.3,61.2,11,light,moderate,18-25,53.2,0.981,extreme
24.3,65.0,4,extreme,well,26-35,24.5,0.435,moderate
33.5,69.4,5,extreme,well,55+,44.8,1.0,extreme
37.3,40.5,11,moderate,poor,46-55,42.1,0.944,extreme
34.9,64.8,6,extreme,moderate,18-25,47.1,0.987,extreme
23.9,70.6,8,heavy,well,36-45,24.1,0.364,low
26.0,40.1,5,extreme,poor,18-25,25.7,0.806,high
25.2,57.4,6,moderate,moderate,55+,25.3,0.541,moderate
34.0,48.1,2,extreme,poor,26-35,37.7,1.0,extreme
36.4,46.6,8,heavy,poor,26-35,42.5,1.0,extreme
34.8,52.9,4,moderate,poor,18-25,41.4,0.966,extreme
34.1,50.5,5,moderate,moderate,55+,38.7,0.927,extreme
31.1,78.9,8,extreme,poor,36-45,40.9,0.971,extreme
25.3,56.9,9,moderate,well,55+,25.4,0.679,moderate
30.2,75.8,4,heavy,moderate,36-45,37.2,0.821,high
25.1,47.3,6,light,well,26-35,24.9,0.147,low
23.5,39.4,5,light,well,55+,22.9,0.335,low
28.0,61.4,12,heavy,well,46-55,29.7,0.923,extreme
36.5,64.8,8,extreme,well,18-25,52.8,1.0,extreme
20.0,88.6,6,light,poor,36-45,20.4,0.41,moderate
35.5,61.1,9,moderate,well,26-35,47.0,0.936,extreme
32.0,57.4,2,moderate,well,26-35,36.4,0.523,moderate
32.8,42.4,11,extreme,well,46-55,34.0,1.0,extreme
29.0,53.2,1,heavy,well,18-25,30.0,0.488,moderate
33.7,93.6,8,light,well,46-55,59.0,1.0,extreme
30.0,64.9,4,extreme,poor,36-45,33.9,0.959,extreme
30.7,58.6,4,heavy,moderate,55+,33.9,0.88,extreme
34.6,79.0,5,moderate,poor,36-45,54.0,0.995,extreme
39.7,90.0,8,moderate,poor,26-35,92.6,0.983,extreme
22.8,76.2,8,extreme,well,26-35,23.2,0.598,moderate
40.0,66.6,6,moderate,well,55+,68.7,0.989,extreme
21.0,58.2,10,light,moderate,46-55,20.6,0.643,moderate
45.8,63.5,9,extreme,poor,46-55,94.6,0.949,extreme
32.9,84.9,2,moderate,moderate,55+,50.4,0.948,extreme
26.5,80.2,12,light,poor,18-25,28.7,0.767,high
31.2,53.3,1,light,moderate,36-45,33.6,0.565,moderate
35.9,83.1,6,moderate,poor,46-55,63.1,1.0,extreme
30.9,66.6,10,light,moderate,46-55,36.4,1.0,extreme
24.0,68.7,1,heavy,moderate,36-45,24.2,0.423,moderate
25.6,53.4,1,moderate,poor,26-35,25.6,0.52,moderate
32.4,71.7,10,extreme,moderate,36-45,42.2,1.0,extreme
32.3,42.6,11,heavy,well,36-45,33.3,0.901,extreme
29.1,38.6,8,heavy,poor,36-45,28.5,0.838,high
29.7,56.5,6,extreme,well,36-45,31.7,0.795,high
26.2,69.3,9,light,moderate,36-45,27.5,0.607,moderate
29.4,47.9,9,extreme,poor,18-25,29.9,1.0,extreme
31.5,72.4,2,light,well,18-25,39.8,0.674,moderate
35.2,80.7,10,extreme,moderate,36-45,58.0,1.0,extreme
32.9,38.2,10,light,moderate,55+,33.3,1.0,extreme
24.0,58.1,1,moderate,well,46-55,24.0,0.369,low
33.7,61.1,11,moderate,well,26-35,41.9,0.971,extreme
33.6,82.9,4,moderate,well,26-35,52.0,1.0,extreme
32.0,62.0,4,moderate,moderate,36-45,37.8,0.64,moderate
31.0,64.7,12,heavy,poor,46-55,36.1,1.0,extreme
34.2,57.0,10,moderate,moderate,26-35,41.6,0.938,extreme
24.9,73.0,3,heavy,moderate,18-25,25.3,0.353,low
31.3,58.2,4,light,well,36-45,35.1,0.394,low
26.0,75.8,4,heavy,moderate,26-35,26.6,0.335,low
26.2,75.8,9,heavy,well,36-45,27.9,0.787,high
40.4,37.0,4,moderate,well,55+,47.4,0.902,extreme
30.8,61.3,11,moderate,poor,26-35,34.8,0.925,extreme
41.6,56.5,11,extreme,well,55+,66.0,0.98,extreme
34.7,34.5,9,moderate,well,55+,35.3,1.0,extreme
35.5,51.5,3,moderate,well,55+,42.4,0.934,extreme
33.0,67.9,6,heavy,well,36-45,42.6,0.915,extreme
29.6,69.5,8,extreme,well,55+,34.0,0.983,extreme
34.1,57.3,2,light,poor,18-25,41.5,0.784,high
34.5,73.8,4,light,poor,26-35,50.6,0.981,extreme
43.9,65.9,7,extreme,well,46-55,87.4,1.0,extreme
25.9,63.4,7,moderate,well,55+,26.2,0.527,moderate
33.5,87.7,4,extreme,poor,36-45,54.5,1.0,extreme
33.6,56.2,12,light,poor,55+,39.6,1.0,extreme
32.2,81.7,10,light,moderate,26-35,46.0,1.0,extreme
28.3,58.9,4,moderate,poor,18-25,29.8,0.627,moderate
34.0,69.0,3,moderate,well,46-55,46.4,0.926,extreme
39.6,55.3,6,light,moderate,36-45,57.5,1.0,extreme
28.7,61.8,5,heavy,well,26-35,30.7,0.481,moderate
26.5,35.5,5,moderate,poor,36-45,26.2,0.558,moderate
31.7,68.6,1,heavy,well,18-25,39.2,0.972,extreme
31.7,61.3,10,extreme,poor,18-25,36.7,0.939,extreme
40.2,71.4,3,light,moderate,36-45,74.6,0.975,extreme
23.5,74.1,2,moderate,poor,18-25,23.9,0.54,moderate
30.1,56.0,12,light,poor,36-45,32.2,1.0,extreme
33.4,27.4,6,light,poor,36-45,32.1,0.931,extreme
24.6,37.3,3,extreme,poor,46-55,24.0,0.873,extreme
36.1,61.4,3,extreme,poor,46-55,49.2,0.91,extreme
27.7,61.4,4,light,well,26-35,29.2,0.341,low
35.3,65.8,11,extreme,well,18-25,49.0,0.972,extreme
35.7,67.8,4,light,well,18-25,51.8,0.826,high
37.1,63.0,11,extreme,well,55+,53.8,0.97,extreme
33.3,49.5,8,heavy,moderate,55+,36.7,0.945,extreme
31.4,63.2,5,moderate,moderate,46-55,36.7,0.867,extreme
27.6,51.9,3,heavy,moderate,26-35,28.1,0.555,moderate
37.7,55.0,3,extreme,well,26-35,50.8,1.0,extreme
26.6,61.4,7,light,well,46-55,27.7,0.523,moderate
36.2,58.8,7,heavy,poor,18-25,48.0,0.963,extreme
29.6,50.8,10,light,poor,46-55,30.6,0.932,extreme
32.6,70.5,2,moderate,well,46-55,42.5,0.964,extreme
28.9,56.9,11,extreme,poor,55+,30.3,0.948,extreme
32.0,49.9,6,heavy,poor,36-45,34.3,1.0,extreme
35.8,75.7,1,heavy,moderate,26-35,57.1,1.0,extreme
36.8,66.6,3,extreme,moderate,46-55,55.1,1.0,extreme
37.5,34.2,1,light,moderate,26-35,39.9,0.768,high
34.9,59.0,6,moderate,moderate,36-45,44.2,0.922,extreme
33.5,49.8,12,heavy,poor,36-45,37.2,0.987,extreme
30.7,77.0,8,extreme,poor,36-45,38.9,1.0,extreme
33.1,54.5,9,light,well,26-35,37.8,0.826,high
23.5,54.9,9,light,moderate,55+,23.3,0.683,moderate
39.3,67.1,1,heavy,poor,46-55,65.9,0.906,extreme
31.1,65.9,9,extreme,moderate,36-45,36.6,0.98,extreme
36.0,45.1,2,extreme,well,46-55,41.1,0.936,extreme
33.5,46.7,9,moderate,moderate,55+,36.2,1.0,extreme
39.1,40.8,1,heavy,moderate,55+,46.5,1.0,extreme
33.5,66.1,4,moderate,moderate,36-45,43.5,0.923,extreme
24.7,47.0,1,light,moderate,26-35,24.5,0.233,low
38.9,52.8,12,extreme,poor,18-25,53.1,0.953,extreme
28.9,39.0,12,extreme,well,18-25,28.4,0.884,extreme
31.0,46.4,5,light,moderate,18-25,32.0,0.473,moderate
33.2,72.4,8,extreme,poor,26-35,45.3,0.977,extreme
34.2,60.0,7,moderate,moderate,55+,42.8,1.0,extreme
30.4,72.1,11,moderate,well,55+,36.6,1.0,extreme
26.3,64.6,4,heavy,poor,18-25,26.7,0.536,moderate
29.5,67.7,1,heavy,well,26-35,33.4,0.597,moderate
28.8,69.3,6,moderate,well,46-55,32.2,0.728,high
39.4,47.8,4,moderate,well,55+,51.4,0.997,extreme
27.7,47.9,8,light,moderate,55+,28.0,0.583,moderate
30.9,41.2,8,heavy,moderate,46-55,31.0,0.873,extreme
28.1,65.4,8,light,poor,55+,30.2,0.734,high
33.9,74.6,3,moderate,moderate,46-55,48.8,1.0,extreme
25.3,49.5,6,extreme,poor,55+,25.2,1.0,extreme
29.2,65.1,2,moderate,well,18-25,32.2,0.542,moderate
29.3,53.4,11,heavy,poor,46-55,30.5,0.907,extreme
31.8,48.7,11,moderate,poor,36-45,33.7,0.968,extreme
39.0,47.4,11,moderate,well,26-35,50.0,0.984,extreme
45.4,74.2,5,extreme,moderate,18-25,109.1,1.0,extreme
35.1,26.3,11,heavy,moderate,26-35,34.1,1.0,extreme
38.9,45.3,7,heavy,moderate,46-55,48.3,1.0,extreme
33.2,55.5,6,extreme,well,55+,38.5,1.0,extreme
30.3,36.2,7,extreme,poor,36-45,29.6,0.937,extreme
37.2,59.1,9,heavy,well,18-25,51.7,0.884,extreme
29.8,62.7,8,heavy,poor,18-25,33.0,1.0,extreme
36.2,90.9,1,moderate,poor,18-25,71.1,0.912,extreme
36.1,90.0,9,heavy,moderate,18-25,69.8,0.961,extreme
36.2,79.9,3,heavy,poor,55+,61.8,0.986,extreme
29.9,62.5,12,heavy,poor,55+,33.2,0.983,extreme
26.6,33.5,7,moderate,well,46-55,26.2,0.413,moderate
24.9,42.2,2,extreme,moderate,36-45,24.6,0.603,moderate
30.8,50.0,1,moderate,moderate,18-25,32.4,0.608,moderate
29.1,62.6,9,light,poor,18-25,31.6,0.795,high
30.8,55.4,12,light,moderate,55+,33.3,0.906,extreme
35.3,60.8,8,moderate,poor,46-55,46.2,0.981,extreme
24.5,69.8,4,extreme,moderate,36-45,24.8,0.602,moderate
21.7,69.7,1,moderate,moderate,18-25,21.8,0.36,low
33.6,62.1,12,extreme,moderate,26-35,42.0,1.0,extreme
30.1,59.1,8,moderate,poor,55+,32.9,0.943,extreme
28.9,41.5,7,extreme,moderate,26-35,28.7,0.791,high
26.1,69.6,11,light,moderate,18-25,26.6,0.498,moderate
28.5,52.3,12,heavy,poor,18-25,29.3,0.971,extreme
31.0,67.6,2,heavy,moderate,55+,37.0,0.882,extreme
24.1,56.9,2,extreme,well,18-25,24.1,0.556,moderate
30.4,51.9,6,heavy,well,26-35,31.9,0.524,moderate
25.8,91.5,5,extreme,moderate,46-55,27.6,0.963,extreme
39.4,59.5,1,heavy,moderate,26-35,59.7,0.913,extreme
29.0,69.4,11,extreme,moderate,55+,32.5,1.0,extreme
20.0,27.3,11,heavy,poor,55+,18.8,0.974,extreme
35.5,72.8,11,light,moderate,26-35,53.8,0.962,extreme
20.2,61.8,5,extreme,moderate,26-35,19.9,0.622,moderate
26.3,64.2,2,extreme,well,55+,27.5,0.745,high
26.8,64.1,9,heavy,poor,26-35,28.1,0.992,extreme
35.1,91.6,11,moderate,moderate,46-55,65.7,0.995,extreme
28.9,84.3,3,moderate,well,18-25,35.4,0.622,moderate
35.5,78.6,2,moderate,moderate,26-35,57.9,1.0,extreme
34.4,80.7,1,light,moderate,46-55,54.5,1.0,extreme
31.1,59.5,4,light,well,26-35,35.0,0.414,moderate
40.2,70.9,8,light,poor,55+,74.0,1.0,extreme
33.7,58.5,12,light,moderate,46-55,40.8,0.976,extreme
36.2,45.0,4,light,well,18-25,41.5,0.718,high
34.3,50.6,12,extreme,poor,18-25,39.2,0.997,extreme
36.3,60.4,7,moderate,well,55+,49.4,0.996,extreme
32.1,56.9,8,moderate,moderate,36-45,36.4,0.776,high
33.1,65.5,10,light,moderate,26-35,41.9,0.992,extreme
33.1,88.8,7,extreme,well,36-45,53.5,1.0,extreme
38.8,37.8,11,light,moderate,18-25,44.2,0.996,extreme
28.5,67.0,2,light,moderate,36-45,31.3,0.346,low
35.6,36.3,7,heavy,well,26-35,37.2,0.754,high
29.3,48.6,2,light,poor,18-25,29.9,0.538,moderate
36.8,79.4,8,heavy,well,18-25,64.7,1.0,extreme
27.1,65.2,2,moderate,moderate,26-35,28.6,0.461,moderate
44.7,73.3,7,moderate,well,55+,102.5,0.999,extreme
34.3,55.9,2,moderate,moderate,46-55,41.3,1.0,extreme
20.2,38.9,6,heavy,moderate,55+,19.3,0.651,moderate
25.7,36.0,1,extreme,well,18-25,25.2,0.412,moderate
31.0,57.6,2,moderate,well,26-35,34.3,0.55,moderate
36.9,44.8,7,light,moderate,55+,43.1,1.0,extreme
26.2,65.9,12,light,moderate,18-25,26.6,0.423,moderate
27.1,54.7,11,light,poor,55+,27.9,0.957,extreme
28.9,65.0,8,heavy,moderate,26-35,31.6,0.683,moderate
35.4,62.1,5,extreme,moderate,36-45,47.3,0.996,extreme
31.0,58.1,12,moderate,moderate,55+,34.3,0.953,extreme
30.0,58.2,12,heavy,moderate,36-45,32.4,1.0,extreme
32.5,70.3,5,heavy,moderate,36-45,42.0,1.0,extreme
29.9,66.8,9,extreme,moderate,46-55,34.0,1.0,extreme
30.2,58.6,11,heavy,moderate,36-45,32.9,0.905,extreme
37.4,44.8,6,extreme,well,18-25,44.3,0.979,extreme
29.8,43.7,12,moderate,moderate,18-25,29.9,0.811,high
31.8,46.7,1,heavy,poor,55+,33.3,1.0,extreme
28.0,67.9,8,moderate,well,46-55,30.3,0.605,moderate
22.6,56.0,12,light,poor,18-25,22.4,0.562,moderate
34.7,68.9,4,heavy,well,26-35,48.7,0.907,extreme
39.1,41.8,7,light,well,55+,46.9,0.991,extreme
28.0,72.9,2,heavy,poor,26-35,31.1,0.718,high
39.1,23.5,4,moderate,well,18-25,39.2,0.773,high
30.6,47.4,11,extreme,well,26-35,31.5,0.888,extreme
33.1,42.3,7,moderate,moderate,55+,34.4,0.941,extreme
36.4,64.9,1,extreme,poor,46-55,52.3,0.987,extreme
31.7,81.8,10,extreme,moderate,36-45,44.0,1.0,extreme
33.5,59.5,5,moderate,well,26-35,40.6,0.888,extreme
26.5,83.9,4,extreme,poor,26-35,28.9,0.921,extreme
27.8,49.2,4,moderate,well,18-25,28.1,0.387,low
35.1,59.2,3,heavy,well,18-25,45.1,0.848,high
27.9,84.9,8,heavy,poor,36-45,32.7,1.0,extreme
30.0,78.6,9,heavy,poor,46-55,37.2,0.909,extreme
36.4,95.4,10,light,well,46-55,76.4,0.934,extreme
37.4,61.8,6,heavy,moderate,46-55,54.2,1.0,extreme
28.3,57.1,3,moderate,moderate,36-45,29.5,0.404,moderate
33.7,31.2,9,heavy,poor,46-55,33.1,1.0,extreme
29.0,40.3,7,moderate,moderate,36-45,28.6,0.619,moderate
35.0,54.1,5,moderate,well,46-55,42.3,1.0,extreme
31.8,37.1,4,extreme,poor,46-55,31.5,0.982,extreme
33.4,51.1,2,moderate,well,36-45,37.5,0.582,moderate
30.5,48.3,9,heavy,well,26-35,31.5,0.713,high
44.2,52.1,2,light,moderate,36-45,72.4,1.0,extreme
39.2,66.7,5,light,moderate,26-35,65.1,1.0,extreme
27.2,38.7,11,heavy,well,55+,26.9,0.815,high
28.9,55.3,6,moderate,moderate,18-25,30.2,0.536,moderate
38.8,92.8,10,extreme,poor,18-25,89.8,0.934,extreme
28.0,65.9,8,extreme,moderate,36-45,30.2,0.771,high
26.3,44.4,7,moderate,poor,18-25,26.2,0.509,moderate
40.7,71.4,2,moderate,well,36-45,77.1,1.0,extreme
37.9,55.4,1,moderate,well,26-35,51.5,1.0,extreme
42.7,63.2,3,moderate,poor,55+,77.9,0.94,extreme
25.6,58.7,5,heavy,well,18-25,25.8,0.415,moderate
35.0,71.9,6,light,poor,26-35,51.3,0.988,extreme
30.7,45.0,10,extreme,well,46-55,31.3,0.974,extreme
24.5,57.6,7,moderate,poor,55+,24.5,0.701,high
32.5,42.1,8,extreme,poor,18-25,33.4,1.0,extreme
27.5,38.0,12,light,moderate,46-55,27.2,0.907,extreme
33.3,55.7,10,light,poor,55+,38.7,0.98,extreme
34.1,49.7,5,moderate,poor,55+,38.6,0.964,extreme
35.8,52.3,12,heavy,moderate,55+,43.7,1.0,extreme
42.5,66.3,3,heavy,well,36-45,80.5,0.976,extreme
22.4,29.2,12,moderate,poor,55+,21.5,0.901,extreme
24.0,67.7,2,moderate,moderate,18-25,24.2,0.315,low
34.6,70.8,1,moderate,well,26-35,49.2,0.946,extreme
33.5,61.0,7,moderate,moderate,55+,41.3,0.873,extreme
38.6,74.4,3,heavy,moderate,18-25,69.0,0.924,extreme
36.6,53.0,2,extreme,well,18-25,46.3,1.0,extreme
34.3,39.5,5,heavy,moderate,18-25,35.8,0.833,high
35.9,82.3,3,heavy,moderate,18-25,62.2,1.0,extreme
44.3,59.9,3,moderate,well,55+,81.9,1.0,extreme
35.5,67.7,10,moderate,moderate,36-45,50.8,0.996,extreme
32.5,46.4,11,extreme,poor,55+,34.4,1.0,extreme
35.8,86.0,11,light,moderate,36-45,64.9,0.973,extreme
33.2,47.2,10,extreme,well,18-25,35.9,1.0,extreme
29.9,67.0,2,moderate,poor,46-55,34.1,0.963,extreme
32.9,62.3,8,moderate,well,18-25,40.0,0.805,high
31.0,82.7,5,heavy,poor,26-35,42.0,1.0,extreme
32.8,75.5,4,extreme,moderate,18-25,45.2,0.97,extreme
25.1,38.2,9,light,moderate,26-35,24.7,0.478,moderate
28.1,82.5,4,extreme,moderate,46-55,32.7,1.0,extreme
25.5,68.2,2,heavy,poor,55+,25.9,0.689,moderate
34.5,80.8,11,light,poor,46-55,54.8,1.0,extreme
30.2,54.4,8,moderate,poor,26-35,32.1,0.854,extreme
37.2,68.6,11,extreme,poor,46-55,57.9,0.945,extreme
38.9,51.9,4,extreme,well,46-55,52.4,0.97,extreme
30.5,81.6,10,heavy,moderate,18-25,39.8,1.0,extreme
42.2,62.9,6,light,well,55+,75.2,0.946,extreme
24.5,54.8,1,light,moderate,36-45,24.4,0.183,low
22.1,67.9,1,heavy,well,46-55,22.1,0.411,moderate
31.0,40.6,5,light,poor,18-25,31.0,0.549,moderate
37.0,66.8,8,extreme,moderate,18-25,56.1,1.0,extreme
30.4,55.7,6,heavy,poor,36-45,32.7,0.95,extreme
32.2,79.3,3,heavy,moderate,26-35,44.9,0.948,extreme
36.6,76.5,4,heavy,moderate,18-25,61.5,0.924,extreme
23.2,67.6,7,heavy,well,26-35,23.4,0.392,low
29.5,61.7,5,light,moderate,36-45,32.2,0.708,high
24.5,68.5,10,light,poor,55+,24.8,0.713,high
22.1,66.8,4,extreme,well,26-35,22.1,0.456,moderate
31.2,52.4,10,heavy,moderate,36-45,33.4,0.963,extreme
32.5,92.5,10,moderate,well,18-25,52.4,0.976,extreme
42.1,48.3,9,light,moderate,55+,60.4,0.919,extreme
31.3,87.0,1,moderate,poor,46-55,44.7,0.966,extreme
22.3,44.8,7,moderate,moderate,46-55,21.7,0.5,moderate
36.4,74.9,8,moderate,well,46-55,59.1,0.971,extreme
39.5,79.8,2,light,well,26-35,79.5,0.888,extreme
32.0,86.4,2,extreme,well,46-55,47.1,1.0,extreme
31.3,57.1,12,moderate,moderate,46-55,34.8,1.0,extreme
32.1,39.7,7,moderate,moderate,26-35,32.3,0.757,high
